GUI Tab,Function,Feature,Keyword,Dependency,Type,Min,Max,Description
Fuel Cooled ECU,Arbitration Type,Arbitration FC Platform,arbitrationB,fuelCooled;turboFan,Selection,1,1,Arbitration scheme for FC Platform.
Fuel Cooled ECU,Auto Reset Type,Auto Reset FC Platform,autoResetB,fuelCooled;turboFan,Selection,1,1,Auto reset function for FC platform.
Fuel Cooled ECU,CGV Control,CGV Control Biased,cgvControlBiased,turboFan;fuelCooled,Selection,1,1,CGV Logic to control airflow preswirl to optimize compressor efficiency during low and high power operation
Fuel Cooled ECU,Closed Loop Steady State Control Schedule Selection,Steady State Control Schedule Selection,steadyStateOpsControlSched,controlModeWFP3,Selection,1,1,"Steady state control schedule selection, dependent upon using a closed loop system, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Control Mode,Fuel Ratio Schedule,controlModeWFP3,turboFan;fuelCooled,Selection,1,1,Control Mode fuel flow ratio schedule schemes
Fuel Cooled ECU,Degrade Mode Type,Degrade Mode FC Platform,degradeModeB,fuelCooled;turboFan,Selection,1,1,Degrade Mode calculation for FC Platform.
Fuel Cooled ECU,ECU BIT,Fuel Cooled ECU BIT,ecuBitB,fuelCooled;turboFan,Selection,1,1,ECU BIT for Fuel Cooled platform
Fuel Cooled ECU,Engine Cutoff Indication,Engine Cutoff Indication Input,engineCutoffind,fuelCooled,Option,0,1,Engine Cutoff Indication sent to both ECU channels when fuel is cut
Fuel Cooled ECU,Engine Discrete Electrical Interface,Single Channel Input,engDis1ChanInputElectInt,fuelCooled,Selection,1,1,Electrical interface specifications for single input channel architecture
Fuel Cooled ECU,Flameout Risk Reduction N1 Governor,Corrected Fuel Ratio Limiter for Flameout,transientOpsDecel,controlModeWFP3,Selection,1,1,"Corrected fuel ratio limiter intended to reduce the risk of flameout on the N1 Speed Governor, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Fuel Command Transition,MIEC Mode Fuel Command Transfer,transientOpsMIEC,controlModeWFP3,Selection,1,1,"Linear transition between fuel command and MIEC mode fuel command schedule during a transfer to or from MIEC mode, to be coupled with controlModeWFP3"
Fuel Cooled ECU,HGI Ramp Bias to CGV Control,HGI Ramp Bias to CGV Control,HGIRampCgvControlBiased,HGIOperation;cgvControlBiased;upDownRampFunction,Selection,1,1,Applies ramped bias to CGV control during operation under hot gas ingestion
Fuel Cooled ECU,HGI Ramp Bias to Fuel Ratio Schedule,HGI Ramp Bias to Fuel Ratio Schedule,HGIRampControlModeWFP3,HGIOperation;controlModeWFP3;upDownRampFunction,Selection,1,1,Applies ramped bias to the fuel ratio schedule during operation under hot gas ingestion
Fuel Cooled ECU,Hot Gas Ingestion Operation,Hot Gas Ingestion Operation,HGIOperation,fuelCooled,Option,0,1,Adjusts engine controls during operation under hot gas ingestion
Fuel Cooled ECU,Low Oil Level Indicator,Available,singleChannelInputLOLAvail,fuelCooled,Selection,0,1,Low Oil Level Indication Available
Fuel Cooled ECU,Master Kill Type,Master Kill FC Platform,masterKillB,fuelCooled;turboFan,Selection,1,1,Master Kill function for FC Platform.
Fuel Cooled ECU,MIEC Mode Fuel Flow,MIEC Mode Fuel Flow Overrides N1C Setpoint,miecMode,fuelCooled,Option,0,1,"When in MIEC mode, the engine setpoint is ignored and the MIEC fuel flow is used as the commanded wf."
Fuel Cooled ECU,MIEC Mode Fuel Flow Calculation,Minimum Airflow Idle Present,miecModeMinAirIdleCalc,miecMode;minAirflowIdle,Selection,1,1,MIEC mode fuel flow calculation with the minimum airflow idle component
Fuel Cooled ECU,MIEC Mode Fuel Flow Calculation,No Minimum Airflow Idle Present,miecModeDefIdleCalc,miecMode,Selection,1,1,Default idle fuel flow calculation for an application with MIEC mode. This calculation does not include the minimum airflow idle component.
Fuel Cooled ECU,Minimum Fuel Flow Software Command,Minimum Fuel Flow Software Command,minFuelFlowCmd,controlModeWFP3,Selection,1,1,"Control mode intended to command the minimum fuel flow, to be coupled with controlModeWFP3"
Fuel Cooled ECU,N1 Governor above EGT Limit Risk Reduction,N1 Setpoint Limiter,opLimitersEgtLimit,controlModeWFP3,Selection,1,1,"Limiter intended to adjust the corrected N1 setpoint to reduce the risk of governing N1 above the EGT limit, to be coupled with controlModeWFP3"
Fuel Cooled ECU,N1 Speed Governor,N1 Speed Governor,n1SpeedGovernor,controlModeWFP3,Selection,1,1,"Governor utilized to control thrust throughout the transient of large scale and small scale N1 setpoint step changes, to be coupled with controlModeWFP3"
Fuel Cooled ECU,N1 Speed Limiter,N1 Speed Limiter,opLimitersN1spdLimit,controlModeWFP3,Selection,1,1,"Limiter to limit physical N1 Speed, to be coupled with controlModeWFP3"
Fuel Cooled ECU,N2 Speed Limiter,N2 Speed Limiter,opLimitersN2spdLimit,controlModeWFP3,Selection,1,1,"Limiter to limit physical N2 Speed, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Oil Temperature Sensor,Not Installed,oilTempSensorNotAvail,fuelCooled,Selection,1,1,Oil Temperature Sensor is not available
Fuel Cooled ECU,PBIT Driver Commands,PBIT Driver Command Functions Instance B,ecuPbitB,fuelCooled;turboFan,Selection,1,1,PBIT Driver Command Functions Instance B
Fuel Cooled ECU,PCU Reset Switch,PCU Reset Switch Installed,pcuReset,fuelCooled,Option,0,1,PCU Reset Switch installed to reset PCU
Fuel Cooled ECU,Reset Degraded Mode ,Has reset enable for degraded mode,ccdlDegradeBypass,fuelCooled,Selection,1,1,Will reset enable flag if in degraded mode 
Fuel Cooled ECU,Steady State Fuel Flow Calculation,Steady State Ops,steadyStateOps,controlModeWFP3,Selection,1,1,"Steady state calculation required to run correct fuel ratios, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Surge Prevention N1 Governor,Corrected Fuel Ratio Limiter for Surge Prevention,transientOpsSurgePrevAccel,controlModeWFP3,Selection,1,1,"Corrected fuel ratio limiter intended to reduce the risk of surge on the N1 Speed Governor, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Total Bias Limit Calculation,CGV Control Total Bias Combined Calculation,cgvControlTotBiasCombined,cgvControlBiased,Selection,1,1,"Total Bias Limit Calculation utilizing total immediate bias or HGI CGV Offset, combined with either the compressor blade resonance bias or the total of accumulative bias and low inlet pressure surge bias"
Fuel Cooled ECU,Total Bias Limit Calculation,CGV Control Total Bias Default Calculation,cgvControlTotBiasDefault,cgvControlBiased,Selection,1,1,"Total Bias Limit Calculation utilizing total immediate bias, and the greater of either: compressor blade resonance bias or the sum of the total accumulative bias and low inlet pressure surge bias"
Fuel Cooled ECU,Total Bias Limit Calculation,CGV Control Total Bias Greater Calculation,cgvControlTotBiasGreater,cgvControlBiased,Selection,1,1,"Total Bias Limit Calculation utilizing total immediate bias, HGI CGV Offset, and the greater of compressor blade resonance bias, or the total accumulative bias and low inlet pressure surge bias"
Fuel Cooled ECU,Transient Temperature Limit,Limit Transient Temps on N1 Speed Governor,transientOpsTempLimitAccel,controlModeWFP3,Selection,1,1,"Corrected fuel ratio to limit transient temperatures on the N1 Speed Governor, to be coupled with controlModeWFP3"
Fuel Cooled ECU,Warm Boot,Fuel Cooled Warm Boot,warmBootB,fuelCooled;turboFan,Selection,1,1,Warm Boot for Fuel Cooled platform
Fuel Filter Monitoring,Fuel Filter Bypass Connection,Shared Channel,wfFiltBypSharedElectInt,engDisSharedElectInt,Selection,1,1,Fuel filter bypass signal is connected to both EEC channels
Fuel Filter Monitoring,Fuel Filter Bypass Connection,Single Channel Input,singleChannelInputWfFiltByp,engDis1ChanInputElectInt,Selection,1,1,Fuel filter bypass signal is connected directly to PCU
Fuel Filter Monitoring,Fuel Filter Bypass Indication,Closed Circuit Indicates Bypass,wfFiltBypClsdIsBypass,fuelCooled,Selection,1,1,Fuel filter bypass signal with a closed circuit indicating bypass
Fuel Filter Monitoring,Fuel Filter Bypass Indication,Open Circuit Indicates Bypass,wfFiltBypOpenIsBypass,airCooled,Selection,1,1,Fuel filter bypass signal with an open circuit indicating bypass
General,Up Down Ramp Function,Up Down Ramp Function,upDownRampFunction,Common,Option,0,1,"Generates a ramped output.  The output is ramped up at a specified ramp-up rate when trigger input is true, and then washed out at a specified ramp-down rate when it becomes false."
Installation,ECU Enclosure Type,Air Cooled,airCooled,5_Air_Cooled,Selection,1,1,ECU enclosure type (air cooled)
Installation,ECU Enclosure Type,Fuel Cooled,fuelCooled,6_Fuel_Cooled,Selection,1,1,ECU enclosure type (fan cooled)
Installation,Engine Count,Dual Engines,dualEngine,4_Dual_Engines,Selection,1,1,Dual engines installed on aircraft
Installation,Engine Count,Single Engine,singleEngine,3_Single_Engine,Selection,1,1,Single engine installed on aircraft
Installation,Engine ID,Right Engine ID Valid Configuration,rightEngID,dualEngine,Option,0,1,Right engine ID is a valid identification configuration.
Installation,Engine Type,Turbo Fan,turboFan,1_Turbo_Fan,Selection,1,1,Engine type is turbofan
Installation,Engine Type,Turbo Prop,turboProp,2_Turbo_Prop,Selection,1,1,Engine type is turboprop
Maintenance,Motoring,Engine Motoring Software Indication,engMotor,Common,Option,0,1,Engine Motoring Software Indication for Dry/Wet Motoring
Monitoring,Airflow Calculation,Corrected Airflow Calculation,airflowCalcCorrected,tt2Heater,Selection,1,1,Used to calculate airflow and corrected airflow
Monitoring,Chip Detector Connection,Shared Channel,chipDetectDualChSharedInput,Common,Selection,1,1,Chip Detector is wired to both ECU channels.
Monitoring,Chip Detector Connection,Single Channel Input,chipDetectSingleChInput,Common,Selection,1,1,Chip Detector is wired to PCU only.
Monitoring,EGT Derivative,Deadzone filtered derivative,t5DotDeadzoneFilter,Common,Selection,1,1,The EGT derivative calculation includes a deadzone filter
Monitoring,Exhaust Gas Temperature,EGT 3 Thermocouple,egt3TC,turboFan,Selection,1,1,"Exhaust Gas Temperature Sensing, 3 wire thermocouple"
Monitoring,Exhaust Gas Temperature,EGT 4 Thermocouple,egt4TC,turboProp,Selection,1,1,"Exhaust Gas Temperature Sensing, 4 wire thermocouple"
Monitoring,Filter Inlet Static Pressure Selection,Raw Static Pressure Filtered,psFiltered,Common,Selection,1,1,"Each ECU channel filters, using an available filter, the raw inlet static pressure"
Monitoring,Filter Inlet Static Pressure Selection,Raw Static Pressure Unfiltered,psUnfiltered,Common,Selection,1,1,ECU does not filter the raw inlet static pressure
Monitoring,Filter Inlet Static Pressure Type,Filter using Self-Adjusting Time Constant Filter,psSelfAdjustingFiltered,filterSelfAdjusting;psFiltered,Selection,1,1,"Each ECU channel filters, via a self-adjusting time constant filter, the raw inlet static pressure"
Monitoring,Filter Type Available,Low-Pass Filter,filterLowPass,Common,Selection,0,2,Low-Pass Filter
Monitoring,Filter Type Available,Self-Adjusting Time Constant Filter for analog inputs,filterSelfAdjusting,psFiltered,Selection,1,1,Self-adjusting time constant filter is available to filter analog inputs.
Monitoring,Filter Type Available,Self-Adjusting Time Constant Filter for analog inputs,filterSelfAdjusting,psUnfiltered,Selection,1,1,Self-adjusting time constant filter is available to filter analog inputs.
Monitoring,HGI Ramp Bias to Aircraft Voted TT2,HGI Ramp Bias to Aircraft Voted TT2,HGIRampTT2AircraftVotedSel,HGIOperation;tt2AircraftVotedSel;upDownRampFunction,Selection,1,1,Applies ramped bias to TT2 during operation under hot gas ingestion
Monitoring,Inlet Static Pressure Location,Inlet Static Pressure is measured at a plumbed location,psPlumbed,Common,Selection,1,1,Inlet Static Pressure is measured at a plumbed location external to the ECU
Monitoring,Inlet Static Pressure Location,Inlet Static Pressure is measured internally in ECU,psUnplumbed,Common,Selection,1,1,Inlet Static Pressure is measured internally in ECU
Monitoring,Oil Pressure Sensor Type,Dual Transducer Pressure Sensor; Single Channel Inputs,pSnsrDualXDCRSingleChanIn,airCooled,Selection,1,1,Pressure sensor contains two transducers which are wired to both ECUs individually.
Monitoring,Oil Pressure Sensor Type,Single Transducer Pressure Sensor; Single Channel Inputs,pSnsrSingleXDCRSingleChanIn,fuelCooled,Selection,1,1,Pressure Sensor has one transducer and is only wired to PCU.
Monitoring,P3 Sensor Installation,ECU Internal P3 sensors each plumbed to a single ECU Channel,p3InternalSeperatePipes,fuelCooled,Selection,1,1,"Has two internal ECU P3 sensors, each plumbed to a single ECU Channel. The plumbing between P3 sensors is isolated/separate."
Monitoring,P3 Sensor Installation,External P3 sensors each plumbed to a single ECU Channel,p3ExternalSeparatePipes,airCooled,Selection,1,1,"Has two external P3 sensors, each plumbed to a single ECU Channel. The plumbing between P3 sensors is isolated/separate."
Monitoring,Resistive Temperature Device (RTD) Difference Check,"TT2, Oil Temp, and Fuel Temp Difference Check",rtdDiffResetStopCheck,airCooled,Selection,1,1,Common RTD difference fault may not be reset unless stop check bit is active 
Monitoring,Static Pressure,Aircraft Voted Signal Selection,psAircraftVotedSel,fuelCooled,Selection,1,1,Aircraft data is used to vote on the selected engine Ps when there is a difference fault
Monitoring,Static Pressure,Aircraft Weighted Signal Selection,psWeightedSel,airCooled,Selection,1,1,Aircraft data is used to weight the final selected Ps value
Monitoring,TT2 Heater,TT2 Heater,tt2Heater,Common,Option,0,1,Engine TT2 sensor has an electric heater to de-ice the probe
Monitoring,TT2 Signal Selection,Aircraft Voted Signal Selection,tt2AircraftVotedSel,fuelCooled,Selection,1,1,"Inlet total temperature will be determined from engine TT2 sensor signals, aircraft signals, and a default value for the final selected inlet total temperature signal. The engine will use a selection method in which the averaged sensor signals are used when the local channel and cross channel signals agree and the aircraft signals will be used to vote on the more reliable signal when the local and cross channel signals disagree"
Monitoring,TT2 Signal Selection,Aircraft Weighted Signal Selection,tt2WeightedSel,airCooled,Selection,1,1,"Inlet total temperature will be determined from engine TT2 sensor signals, aircraft signals, and a default value for the final selected inlet temperature signal. The engine will use a weighted selection method in which weighting factors are used to bias the final selected value of inlet total temperature closer to the aircraft value."
Monitoring,TT2 Temperature,2 Wire TT2,tt2TwoWire,turboFan,Selection,1,1,"TT2 Temperature Sensor, non-shared, single-wound, two-wire RTD"
Monitoring,TT2 Temperature,3 Wire TT2,tt2ThreeWire,turboProp,Selection,1,1,"TT2 Temperature Sensor, non-shared, dual-wound, three-wire RTD"
Monitoring,Vibration Output for GSE,Vibration Output for GSE interface installed,vibrationOutput,Common,Option,0,1,Vibration Output for GSE interface installed
Oil Filter Monitoring,Oil Filter Bypass Connection,Shared Channel,oilFiltBypSharedElectInt,engDisSharedElectInt,Selection,1,1,Oil filter bypass signal is connected to both EEC channels
Oil Filter Monitoring,Oil Filter Bypass Connection,Single Channel Input,singleChannelInputOilFiltByp,engDis1ChanInputElectInt,Selection,1,1,Oil filter bypass signal is connected directly to PCU
Oil Filter Monitoring,Oil Filter Bypass Indication,Closed Circuit Indicates Bypass,oilFiltBypClsdIsBypass,fuelCooled,Selection,1,1,Oil filter bypass signal with a closed circuit indicating bypass
Oil Filter Monitoring,Oil Filter Bypass Indication,Open Circuit Indicates Bypass,oilFiltBypOpenIsBypass,airCooled,Selection,1,1,Oil filter bypass signal with an open circuit indicating bypass
Reliability,Commercial Compliance,Commercial Turbo Fan Compliance,sfrTurboFanCFR,sfrCFR;turboFan,Selection,1,1,Turbo Fan for Commercial
Reliability,Commercial Compliance,Commercial Turbo Prop Compliance,sfrTurboPropCFR,sfrCFR;turboProp,Selection,1,1,Turbo Prop for Commercial
Reliability,Compliance Guidelines,Code of Federal Regulations Compliant,sfrCFR,Common,Option,0,1,Compliant to CFR guidelines
Reliability,Compliance Guidelines,MIL-STD-882 Compliant,sfrM882,Common,Option,0,1,Compliant to MIL-STD-882 guidelines
Reliability,Dual Engine Reliability,Automatic Power Reserve,autoPwrReserve,xEngDataLink;sfrCFR,Option,0,1,APR installed on commercial
Reliability,Dual Engine Reliability,Dual Engine,sfrDualEng,dualEngine,Selection,1,1,Dual Engines installed
Reliability,Thrust Reverse Reliability,Thrust Reverse,sfrThrustRev,revRqstSW,Selection,1,1,Thrust Reverse installed
Reliability,Thrust Reverse Reliability,Thrust Reverse/Dual Engine,sfrTrDualEng,dualEngine;sfrThrustRev,Selection,1,1,Thrust Reverse/Dual Engines installed
Turbo Fan,Compressor Guide Vanes (CGV) LVDT,CGV LVDT,cgvLVDT,turboFan,Selection,1,1,Compressor Guide Vane (CGV) LVDT
Turbo Fan,Synchrophasing,TurboFan Syncrophasing,fanSyncrophase,turboFan;dualEngine,Option,0,1,Synchrophasing enable (dual engine turbofan)
Turbo Prop,Beta Pressure Sensor,Available,betaPressSensor,turboProp,Option,0,1,Beta Pressure Sensor is available; turboprop only.
Turbo Prop,Condition Lever,Condition Lever Installed,conditionLever,turboProp,Selection,1,1,Condition lever installed
Turbo Prop,NTS Oil Pressure Sensor,Available,ntsOilPressSensor,turboProp,Option,0,1,NTS Oil Pressure Sensor is available; turboprop only.
Turbo Prop,Propeller Pitch Control,PPC RVDT Installation,ppcVDT,turboProp,Selection,1,1,Propeller Pitch Controller RVDT
Turbo Prop,Synchrophasing,TurboProp Syncrophasing,propSyncrophase,turboProp;dualEngine,Option,0,1,Synchrophasing enable (dual engine turboprop)
Turbo Prop,Torque Sensor,Available,torqueSensor,turboProp,Option,0,1,Torque Sensor is available; turboprop only.
Turbo Prop,Turboprop Spare,Spare accounted for in Turboprop application,spareTurboProp,turboProp,Selection,1,1,Spare accounted for in Turboprop application
